Primary Particle Size,DataSourceURL,Specific Surface Area,Component Molecular Weight,3D Dimensionality,Material Type,Aromatic,2D Dimensionality,DataSource,source_pdf,Not Aggreg-Agglom,Dendrimer,SingleCrystal,Lipid,Positive Polarity,Molecular Type,UltraPure,Product Name,UpdatedAt,Bulk Density,Molecular Identity,Aggreg-Agglom,Lambda Max,Molecular Weight,source_nano_db,Agglomerated,IsCrystalline,Polymer,dashboard_data_source,NanomaterialID,Monoclinic,Metal,Macrocyclic,Metal Oxide,Mean Hydrodynamic Diameter,Mean Primary Particle Size,Neutral Polarity,Polycrystalline,VHQ-R subset,Negative Polarity,Aggregated,Carbohydrate,Nucleic Acid,Zeta Potential,Purity99+,Protein,CuratedBy,Group Ii-Vi,Group Iv - Non C
0,https://cananolab.nci.nih.gov/caNanoLab/composition.do?dispatch=summaryView&sampleId=28835988&page=0&tab=ALL,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,880125,2013-08-16,0,"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-[carboxy(polyethylene glycol)-2000",0,0,0,1,0,0,0,nano_database,731,0,0,0,0,65,0,0,0,0,0,0,0,0,-35,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835989,0,0,0,Radioisotope,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-16,0,lecithin,0,0,0,1,0,0,0,nano_database,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/characterization.do?dispatch=summaryView&sampleId=8388609,0,0,0,Metal Oxide,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-27,0,carboxyl,0,0,0,1,0,0,0,nano_database,679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337760,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0," 4,5-Dichlorophthalic Anhydride",0,0,0,1,0,0,0,nano_database,557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337761,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Tetrahydrophthalic Acid Anhydride,0,0,0,1,0,0,0,nano_database,558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835990,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,,2013-08-21,0,lecithin,0,0,0,1,0,0,0,nano_database,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337762,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Trimellic Acid Anhydride,0,0,0,1,0,0,0,nano_database,559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337763,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Iron Oxide,0,0,0,1,0,0,0,nano_database,560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337764,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Dextran,0,0,0,1,0,0,0,nano_database,561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337766,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,CLIO-NH2-FITC-Anhydride,0,0,0,1,0,0,0,nano_database,563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337767,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Isatoic Anhydride,0,0,0,1,0,0,0,nano_database,564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337765,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Homophthalic Acid Anhydride,0,0,0,1,0,0,0,nano_database,562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337769,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,CLIO-NH2-FITC-Anhydride,0,0,0,1,0,0,0,nano_database,566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337768,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,3-Methylglutaric Anhydride,0,0,0,1,0,0,0,nano_database,565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337770,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Dextran,0,0,0,1,0,0,0,nano_database,567,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/composition.do?dispatch=summaryView&sampleId=28835990&page=0&tab=ALL,0,0,0,Drug,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-20,0,docetaxel,0,0,0,1,0,0,0,nano_database,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337771,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Tetrabromophthalic Anhydride,0,0,0,1,0,0,0,nano_database,568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337773,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Fluorescein Isothiocyanate,0,0,0,1,0,0,0,nano_database,569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337774,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,"3,3-Tetramethyleneglutaric Anhydride",0,0,0,1,0,0,0,nano_database,570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337772,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Dextran,0,0,0,1,0,0,0,nano_database,573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337776,0,0,0,Metal Oxide,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,2-Phenylglutaric Anhydride,0,0,0,1,0,0,0,nano_database,572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337777,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Tetrachlorophthalic Anhydride,0,0,0,1,0,0,0,nano_database,574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337778,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Dextran,0,0,0,1,0,0,0,nano_database,575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337780,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Iron Oxide,0,0,0,1,0,0,0,nano_database,577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337781,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Itaconic Anhydride,0,0,0,1,0,0,0,nano_database,578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337783,0,0,0,Metal Oxide,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Fluorescein Isothiocyanate,0,0,0,1,0,0,0,nano_database,580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337784,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Fluorescein Isothiocyanate,0,0,0,1,0,0,0,nano_database,581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337782,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Dextran,0,0,0,1,0,0,0,nano_database,579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979636,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd705,2013-01-07,0,705,0,0,0,1,0,0,0,nano_database,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337779,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Fluorescein Isothiocyanate,0,0,0,1,0,0,0,nano_database,576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337785,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,CLIO-NH2-FITC-Anhydride,0,0,0,1,0,0,0,nano_database,582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337775,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-06-20,0,Himic Anhydride,0,0,0,1,0,0,0,nano_database,571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=9994256,0,0,0,Swcnt,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Y-Poly(Glutamic Acid)-Distearoyl-Sn-Glycero-3-Phosphoethanolamine / Poly(Ethylene) Glycol Methyl Ethers,0,0,0,1,0,0,0,nano_database,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979637,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd705,2013-01-07,0,705,0,0,0,1,0,0,0,nano_database,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979610,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Methoxy-PEG-Thiol,0,0,0,1,0,0,0,nano_database,601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=9994257,0,0,0,Metal,0,1,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Y-PGA-Py-mPEG,0,0,0,1,0,0,0,nano_database,602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979611,0,0,0,Metal,0,1,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Methoxy-PEG-Thiol,0,0,0,1,0,0,0,nano_database,603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979624,0,0,0,Group Ii-Vi,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-20,0,CdSe,0,0,0,1,0,0,0,nano_database,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979638,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd705,2013-01-07,0,705,0,0,0,1,0,0,0,nano_database,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979626,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-20,0,,0,0,0,1,0,0,0,nano_database,610,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979609,0,0,0,Swcnt,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Y-Poly(Glutamic Acid) / Poly(Ethylene) Glycol Methyl Ethers,0,0,0,1,0,0,0,nano_database,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979627,0,0,0,Quantum Dot,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd655,2013-08-20,0,carboxyl group functionalized CdSe/ZnS,0,0,0,1,0,0,0,nano_database,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=13041749,0,0,0,Copolymer,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Y-Poly(Glutamic Acid)-Poly(Ethylene) Glycol Methyl Ethers),0,0,0,1,0,0,0,nano_database,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979630,0,0,0,Group Ii-Vi,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd705,2013-08-20,0,"Luc8, eight-mutation of R. reniforis luciferase",0,0,0,1,0,0,0,nano_database,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979625,0,0,0,Group Ii-Vi,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0," Qd655",2013-08-20,0,1-ethyl-3-(3-dimethylamino-propyl)carbodiimide hydrochlorid,0,0,0,1,0,0,0,nano_database,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979626,0,0,0,Group Ii-Vi,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd655,2013-08-20,0,carboxyl group functionalized CdSe/ZnS,0,0,0,1,0,0,0,nano_database,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=13041750,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-07,0,Au,0,0,0,1,0,0,0,nano_database,600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835951,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835950,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979629,0,0,0,Quantum Dot,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd605,2013-08-20,0,"Luc8, eight-mutation of R. reniforis luciferase",0,0,0,1,0,0,0,nano_database,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835953,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835954,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835948,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979628,0,0,0,Quantum Dot,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-20,0,streptavidin,0,0,0,1,0,0,0,nano_database,612,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835949,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835952,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835948,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835956,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835972,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835951,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835955,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835952,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835972,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835953,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979631,0,0,0,Quantum Dot,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd800,2013-08-20,0,carboxyl group functionalized CdTe/ZnS,0,0,0,1,0,0,0,nano_database,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835950,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979639,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd705,2013-01-07,0,64Cu,0,0,0,1,0,0,0,nano_database,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835949,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835971,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,Si,0,0,0,1,0,0,0,nano_database,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835971,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835955,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835956,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835958,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,,0,0,0,1,0,0,0,nano_database,628,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=28835957,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-01-09,0,boron dopant,0,0,0,1,0,0,0,nano_database,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
